Dates,Area Name,Road/Intersection Name,Traffic Volume,Average Speed,Travel Time Index,Congestion Level,Road Capacity Utilization,Incident Reports,Environmental Impact,Public Transport Usage,Traffic Signal Compliance,Parking Usage,Pedestrian and Cyclist Count,Weather Conditions,Roadwork and Construction Activity
2022-03-25,Koramangala,Sony World Junction,41649,24.52,1.50,100.00,100.00,3,133.30,53.26,78.40,89.12,94,Overcast,No
2022-03-25,Koramangala,Sarjapur Road,48929,23.29,1.50,100.00,100.00,2,147.86,27.75,96.76,83.50,105,Overcast,No
2022-03-25,M.G. Road,Trinity Circle,37936,29.54,1.50,100.00,100.00,4,125.87,69.93,69.23,92.44,87,Overcast,No
2022-03-25,M.G. Road,Anil Kumble Circle,53149,36.60,1.50,100.00,100.00,0,156.30,27.25,65.73,77.90,90,Clear,No
2022-03-25,Jayanagar,Jayanagar 4th Block,18101,47.10,1.07,63.92,93.14,0,86.20,70.31,66.03,63.94,84,Clear,No
2022-03-25,Jayanagar,South End Circle,29824,35.77,1.50,100.00,100.00,4,109.65,38.13,85.86,67.54,93,Overcast,Yes
2022-03-26,Indiranagar,100 Feet Road,36650,20.83,1.50,100.00,100.00,2,123.30,33.25,60.37,60.01,86,Clear,No
2022-03-26,Whitefield,Marathahalli Bridge,7366,41.40,1.04,16.10,37.76,0,64.73,35.29,94.48,71.22,224,Clear,No
2022-03-26,Whitefield,ITPL Main Road,7813,66.71,1.32,34.37,37.95,0,65.63,45.05,99.26,91.55,223,Fog,No
2022-03-26,Koramangala,Sony World Junction,61234,31.61,1.50,100.00,100.00,1,172.47,34.37,86.30,50.78,80,Clear,No
2022-03-26,Electronic City,Hosur Road,15708,54.71,1.16,52.84,74.89,0,81.42,20.70,85.07,53.68,90,Clear,No
2022-03-26,M.G. Road,Trinity Circle,43672,24.57,1.50,100.00,100.00,5,137.34,77.62,80.57,73.68,127,Fog,No
2022-03-26,M.G. Road,Anil Kumble Circle,27123,33.01,1.50,83.33,100.00,1,104.25,32.82,82.52,59.36,91,Clear,No
2022-03-26,Jayanagar,Jayanagar 4th Block,9586,45.53,1.16,30.36,52.62,1,69.17,49.39,98.98,84.44,221,Fog,No
2022-03-26,Jayanagar,South End Circle,28636,20.00,1.50,90.44,100.00,0,107.27,68.06,84.11,59.35,101,Clear,No
2022-03-26,Hebbal,Hebbal Flyover,40239,33.27,1.50,100.00,100.00,3,130.48,17.98,86.28,64.00,98,Fog,No
2022-03-26,Hebbal,Ballari Road,10655,63.06,1.14,39.62,53.65,0,71.31,45.79,85.45,83.00,191,Clear,No
2022-03-27,Indiranagar,100 Feet Road,39068,38.03,1.50,100.00,100.00,0,128.14,59.88,62.78,74.82,99,Overcast,No
2022-03-27,Indiranagar,CMH Road,34896,42.66,1.50,100.00,100.00,1,119.79,32.06,95.01,67.36,102,Clear,No
2022-03-27,Whitefield,Marathahalli Bridge,22005,43.79,1.20,79.62,100.00,0,94.01,20.75,90.58,86.20,102,Overcast,No
2022-03-27,Koramangala,Sarjapur Road,44144,44.58,1.50,100.00,100.00,1,138.29,44.20,88.06,99.32,98,Clear,No
2022-03-27,Electronic City,Silk Board Junction,5055,51.56,1.36,25.42,30.03,1,60.11,45.68,67.02,90.31,220,Clear,No
2022-03-27,M.G. Road,Trinity Circle,12548,60.33,1.40,33.77,66.30,0,75.10,67.90,92.69,95.80,183,Clear,No
2022-03-27,M.G. Road,Anil Kumble Circle,48562,41.79,1.50,100.00,100.00,3,147.12,22.03,74.33,59.65,90,Clear,No
2022-03-27,Jayanagar,Jayanagar 4th Block,41662,45.21,1.50,100.00,100.00,1,133.32,70.19,91.11,62.26,108,Clear,Yes
2022-03-27,Yeshwanthpur,Yeshwanthpur Circle,18575,49.80,1.26,53.60,89.69,0,87.15,55.75,65.83,59.26,90,Clear,No
2022-03-28,Indiranagar,100 Feet Road,34038,38.84,1.50,100.00,100.00,0,118.08,20.38,60.89,81.42,114,Clear,No
2022-03-28,Indiranagar,CMH Road,22423,34.42,1.38,76.31,100.00,2,94.85,22.80,65.73,97.25,88,Clear,No
2022-03-28,Whitefield,Marathahalli Bridge,21453,31.91,1.04,70.07,100.00,5,92.91,69.96,63.03,73.14,113,Fog,No
2022-03-28,M.G. Road,Trinity Circle,45322,42.12,1.50,100.00,100.00,4,140.64,10.60,93.34,54.37,104,Clear,No
2022-03-28,M.G. Road,Anil Kumble Circle,36929,33.89,1.50,100.00,100.00,0,123.86,12.84,84.51,90.31,98,Fog,No
2022-03-28,Jayanagar,Jayanagar 4th Block,31168,42.61,1.50,100.00,100.00,2,112.34,57.04,63.98,69.03,108,Clear,No
2022-03-28,Jayanagar,South End Circle,41320,26.13,1.50,100.00,100.00,1,132.64,39.71,65.82,91.56,95,Overcast,No
2022-03-28,Yeshwanthpur,Tumkur Road,20758,47.97,1.15,63.09,99.93,1,91.52,77.83,90.94,62.17,95,Overcast,No
2022-03-29,Indiranagar,100 Feet Road,46778,45.10,1.50,100.00,100.00,2,143.56,15.64,82.47,50.68,97,Clear,Yes
2022-03-29,Indiranagar,CMH Road,25636,31.20,1.50,90.38,100.00,0,101.27,60.10,75.63,88.30,98,Clear,No
2022-03-29,Whitefield,ITPL Main Road,23896,39.89,1.35,76.89,100.00,3,97.79,26.18,75.77,58.51,100,Windy,No
2022-03-29,Electronic City,Silk Board Junction,14687,28.21,1.14,55.48,72.96,0,79.37,78.77,62.40,74.40,212,Rain,No
2022-03-29,M.G. Road,Anil Kumble Circle,23549,48.80,1.11,76.83,100.00,3,97.10,31.54,65.06,88.04,112,Clear,No
2022-03-29,Jayanagar,Jayanagar 4th Block,26843,27.82,1.50,96.03,100.00,2,103.69,63.99,76.46,59.19,120,Overcast,No
2022-03-29,Jayanagar,South End Circle,31422,35.70,1.50,99.13,100.00,0,112.84,42.38,76.76,88.97,96,Clear,No
2022-03-29,Hebbal,Hebbal Flyover,27671,63.34,1.50,98.94,100.00,3,105.34,27.75,63.56,63.59,108,Fog,No
2022-03-29,Yeshwanthpur,Tumkur Road,32740,45.62,1.50,100.00,100.00,1,115.48,64.43,79.71,94.46,95,Overcast,No
2022-03-30,Indiranagar,100 Feet Road,25784,22.22,1.50,78.34,100.00,2,101.57,52.18,67.38,63.66,97,Rain,No
2022-03-30,Indiranagar,CMH Road,39834,40.25,1.50,100.00,100.00,3,129.67,47.97,74.84,84.87,99,Rain,No
2022-03-30,Whitefield,Marathahalli Bridge,33720,40.09,1.50,100.00,100.00,1,117.44,20.21,82.12,82.44,97,Overcast,No
2022-03-30,Koramangala,Sony World Junction,15569,38.24,1.16,59.35,78.09,0,81.14,60.17,64.41,89.47,89,Fog,No
2022-03-30,Koramangala,Sarjapur Road,62089,29.74,1.50,100.00,100.00,1,174.18,36.81,68.15,82.20,101,Overcast,No
2022-03-30,M.G. Road,Trinity Circle,12409,43.80,1.22,37.51,62.38,0,74.82,75.28,95.78,59.50,193,Clear,No
2022-03-30,M.G. Road,Anil Kumble Circle,53006,46.11,1.50,100.00,100.00,2,156.01,21.24,87.07,77.07,114,Clear,No
2022-03-30,Jayanagar,Jayanagar 4th Block,32148,33.19,1.50,100.00,100.00,1,114.30,79.40,69.77,59.93,101,Clear,No
2022-03-30,Jayanagar,South End Circle,29931,36.80,1.50,90.12,100.00,4,109.86,14.57,94.38,93.42,99,Overcast,No
2022-03-30,Hebbal,Hebbal Flyover,11146,44.35,1.36,46.28,59.53,0,72.29,41.12,90.99,86.99,201,Overcast,No
2022-03-30,Hebbal,Ballari Road,26775,41.46,1.50,95.99,100.00,1,103.55,61.14,98.62,90.46,120,Clear,No
2022-03-30,Yeshwanthpur,Yeshwanthpur Circle,27609,20.00,1.50,92.05,100.00,2,105.22,35.39,60.68,76.10,95,Clear,No
2022-03-30,Yeshwanthpur,Tumkur Road,17903,45.78,1.25,65.75,89.04,0,85.81,66.73,77.11,85.08,98,Fog,No
2022-03-31,Indiranagar,100 Feet Road,21501,38.47,1.23,77.63,100.00,3,93.00,68.49,89.19,87.46,90,Overcast,No
2022-03-31,Indiranagar,CMH Road,34528,42.79,1.50,100.00,100.00,2,119.06,57.31,76.59,56.20,98,Clear,No
2022-03-31,Koramangala,Sony World Junction,15198,49.60,1.01,57.04,72.99,0,80.40,42.66,76.79,94.49,98,Overcast,No
2022-03-31,Koramangala,Sarjapur Road,41323,36.35,1.50,100.00,100.00,1,132.65,15.38,68.20,85.77,110,Clear,Yes
2022-03-31,Electronic City,Hosur Road,15336,48.06,1.24,48.96,72.86,1,80.67,61.52,80.52,86.93,101,Clear,No
2022-03-31,M.G. Road,Trinity Circle,39022,24.17,1.50,100.00,100.00,0,128.04,76.05,90.93,91.94,96,Clear,No
2022-03-31,M.G. Road,Anil Kumble Circle,25840,28.88,1.50,85.18,100.00,1,101.68,64.87,73.30,79.57,106,Overcast,No
2022-03-31,Jayanagar,Jayanagar 4th Block,28347,38.20,1.50,86.57,100.00,2,106.69,38.79,84.11,99.99,100,Clear,Yes
2022-03-31,Jayanagar,South End Circle,28950,25.19,1.50,100.00,100.00,2,107.90,63.26,78.11,89.67,108,Overcast,No
2022-03-31,Hebbal,Ballari Road,21445,57.38,1.07,62.51,100.00,0,92.89,44.98,89.87,78.13,83,Clear,No
2022-04-01,Indiranagar,100 Feet Road,13099,44.06,1.34,43.89,67.56,0,76.20,58.19,70.90,91.60,176,Clear,No
2022-04-01,Indiranagar,CMH Road,29150,32.87,1.50,100.00,100.00,0,108.30,74.32,84.36,90.37,97,Overcast,No
2022-04-01,Whitefield,ITPL Main Road,18715,53.87,1.23,55.25,93.03,0,87.43,44.70,94.81,88.79,99,Clear,No
2022-04-01,Koramangala,Sony World Junction,44415,31.95,1.50,100.00,100.00,0,138.83,53.24,65.63,97.26,119,Rain,Yes
2022-04-01,Electronic City,Silk Board Junction,11638,37.85,1.27,38.19,57.03,0,73.28,27.15,64.01,90.37,182,Clear,No
2022-04-01,M.G. Road,Trinity Circle,43657,20.00,1.50,100.00,100.00,2,137.31,42.61,62.31,59.32,102,Overcast,Yes
2022-04-01,M.G. Road,Anil Kumble Circle,40270,29.37,1.50,100.00,100.00,0,130.54,25.17,93.09,83.53,115,Clear,No
2022-04-01,Jayanagar,Jayanagar 4th Block,23322,49.35,1.11,80.55,100.00,2,96.64,78.94,96.45,51.45,108,Clear,No
2022-04-01,Jayanagar,South End Circle,33435,51.59,1.50,100.00,100.00,3,116.87,59.33,94.03,97.72,91,Rain,No
2022-04-01,Hebbal,Ballari Road,22548,20.00,1.18,75.02,100.00,1,95.10,23.72,83.28,89.31,89,Fog,No
2022-04-02,Indiranagar,100 Feet Road,22349,45.46,1.05,68.01,100.00,0,94.70,10.74,86.94,71.18,100,Clear,No
2022-04-02,Indiranagar,CMH Road,22393,36.79,1.15,81.01,100.00,1,94.79,54.58,80.87,71.70,90,Clear,No
2022-04-02,Whitefield,ITPL Main Road,8077,53.89,1.34,18.09,40.65,0,66.15,70.25,63.90,62.02,196,Overcast,No
2022-04-02,Koramangala,Sarjapur Road,14593,35.53,1.33,56.50,69.83,1,79.19,42.46,64.14,72.89,195,Clear,Yes
2022-04-02,M.G. Road,Trinity Circle,50527,30.92,1.50,100.00,100.00,2,151.05,46.19,67.87,87.89,104,Fog,No
2022-04-03,Indiranagar,100 Feet Road,21300,50.91,1.03,61.01,100.00,0,92.60,62.66,75.01,74.30,97,Clear,No
2022-04-03,Koramangala,Sony World Junction,47597,45.69,1.50,100.00,100.00,5,145.19,64.99,96.02,60.93,104,Windy,No
2022-04-03,Koramangala,Sarjapur Road,28791,37.19,1.50,98.04,100.00,1,107.58,79.54,87.95,58.11,111,Clear,No
2022-04-03,M.G. Road,Trinity Circle,12758,48.48,1.22,45.41,60.48,1,75.52,14.03,97.49,79.31,208,Overcast,Yes
2022-04-03,M.G. Road,Anil Kumble Circle,39643,30.59,1.50,100.00,100.00,0,129.29,60.39,93.35,69.75,102,Rain,Yes
2022-04-03,Jayanagar,Jayanagar 4th Block,26387,42.20,1.50,93.26,100.00,2,102.77,72.10,61.97,56.82,83,Clear,No
2022-04-03,Jayanagar,South End Circle,7762,41.11,1.25,29.46,38.69,0,65.52,55.93,93.68,86.02,215,Overcast,No
2022-04-03,Hebbal,Hebbal Flyover,40678,39.82,1.50,100.00,100.00,2,131.36,67.82,71.65,90.43,117,Clear,No
2022-04-04,Indiranagar,100 Feet Road,51373,26.01,1.50,100.00,100.00,2,152.75,71.81,72.29,84.60,108,Clear,No
2022-04-04,Indiranagar,CMH Road,21921,51.82,1.28,81.77,100.00,1,93.84,70.51,71.42,80.75,107,Clear,No
2022-04-04,Whitefield,Marathahalli Bridge,24153,32.72,1.24,79.66,100.00,2,98.31,35.12,82.65,61.90,90,Overcast,Yes
2022-04-04,Koramangala,Sony World Junction,29064,46.33,1.50,92.76,100.00,5,108.13,64.32,84.55,53.48,100,Fog,No
2022-04-04,Electronic City,Hosur Road,19524,32.15,1.29,69.53,100.00,1,89.05,34.03,87.48,74.93,90,Clear,No
2022-04-04,M.G. Road,Trinity Circle,13052,46.27,1.15,52.28,66.89,2,76.10,43.51,67.45,64.60,212,Fog,No
2022-04-04,M.G. Road,Anil Kumble Circle,12359,22.74,1.24,31.33,66.69,0,74.72,69.37,81.40,56.52,213,Clear,No
2022-04-04,Jayanagar,Jayanagar 4th Block,28358,32.34,1.50,90.21,100.00,2,106.72,31.00,61.94,87.21,108,Rain,No
2022-04-04,Jayanagar,South End Circle,28210,34.11,1.50,86.07,100.00,6,106.42,25.36,91.92,60.69,93,Clear,No
2022-04-04,Hebbal,Hebbal Flyover,30581,45.27,1.50,100.00,100.00,1,111.16,42.43,86.41,89.73,97,Clear,No
2022-04-04,Hebbal,Ballari Road,18197,42.60,1.01,63.79,92.09,1,86.39,18.00,71.64,56.48,112,Clear,No
2022-04-05,Indiranagar,100 Feet Road,25278,28.47,1.50,87.98,100.00,3,100.56,34.69,94.87,65.44,101,Windy,No
2022-04-05,Indiranagar,CMH Road,50491,43.23,1.50,100.00,100.00,3,150.98,39.98,78.59,98.88,105,Clear,No
2022-04-05,Whitefield,Marathahalli Bridge,30987,51.19,1.50,100.00,100.00,1,111.97,75.74,92.37,91.03,90,Clear,No
2022-04-05,Koramangala,Sony World Junction,43164,20.50,1.50,100.00,100.00,1,136.33,17.67,79.60,68.93,106,Clear,Yes
2022-04-05,Koramangala,Sarjapur Road,16540,54.68,1.08,61.52,86.81,1,83.08,51.07,96.59,66.03,110,Clear,No
2022-04-05,M.G. Road,Anil Kumble Circle,26658,54.68,1.50,80.52,100.00,4,103.32,30.91,64.77,70.45,98,Clear,No
2022-04-05,Jayanagar,Jayanagar 4th Block,8307,57.90,1.30,25.72,37.24,1,66.61,74.55,62.04,73.97,209,Clear,No
2022-04-05,Hebbal,Ballari Road,26005,27.50,1.50,91.70,100.00,2,102.01,74.25,86.67,73.58,109,Clear,Yes
2022-04-05,Yeshwanthpur,Yeshwanthpur Circle,19403,54.28,1.15,72.87,100.00,2,88.81,11.12,64.28,64.63,101,Clear,No
2022-04-06,Indiranagar,100 Feet Road,33908,21.50,1.50,100.00,100.00,5,117.82,79.77,63.96,84.13,92,Rain,No
2022-04-06,Indiranagar,CMH Road,24639,43.90,1.32,81.30,100.00,1,99.28,24.73,74.64,94.02,87,Clear,No
2022-04-06,Whitefield,ITPL Main Road,22745,42.13,1.02,77.98,100.00,4,95.49,23.46,62.74,93.40,109,Clear,No
2022-04-06,Koramangala,Sony World Junction,44289,33.66,1.50,100.00,100.00,1,138.58,66.18,82.62,95.08,100,Overcast,No
2022-04-06,M.G. Road,Trinity Circle,41757,42.46,1.50,100.00,100.00,1,133.51,21.06,96.17,61.53,94,Clear,Yes
2022-04-06,M.G. Road,Anil Kumble Circle,13041,47.29,1.10,44.74,60.97,3,76.08,32.80,61.40,82.57,201,Overcast,No
2022-04-06,Jayanagar,Jayanagar 4th Block,7011,45.30,1.07,28.37,32.10,1,64.02,45.83,97.35,51.87,200,Clear,No
2022-04-06,Jayanagar,South End Circle,26369,29.85,1.50,82.55,100.00,1,102.74,19.14,97.36,57.21,90,Overcast,No
2022-04-06,Hebbal,Ballari Road,33865,29.06,1.50,100.00,100.00,4,117.73,11.02,95.17,57.73,113,Clear,Yes
2022-04-06,Yeshwanthpur,Yeshwanthpur Circle,27717,31.42,1.50,83.02,100.00,1,105.43,71.43,77.44,63.69,103,Clear,No
2022-04-06,Yeshwanthpur,Tumkur Road,25677,34.51,1.50,94.55,100.00,1,101.35,20.58,92.41,87.99,99,Clear,No
2022-04-07,Indiranagar,100 Feet Road,38586,22.92,1.50,100.00,100.00,2,127.17,71.87,60.21,96.68,100,Overcast,No
2022-04-07,Indiranagar,CMH Road,24897,35.28,1.35,90.84,100.00,3,99.79,62.09,81.28,80.43,97,Clear,No
2022-04-07,Whitefield,Marathahalli Bridge,26921,43.63,1.50,97.84,100.00,0,103.84,43.06,61.17,98.73,91,Clear,No
2022-04-07,Whitefield,ITPL Main Road,6939,28.90,1.40,17.29,35.14,4,63.88,58.75,64.42,72.06,214,Fog,No
2022-04-07,Koramangala,Sony World Junction,54199,32.99,1.50,100.00,100.00,3,158.40,50.91,75.62,55.48,115,Overcast,No
2022-04-07,Koramangala,Sarjapur Road,60884,23.49,1.50,100.00,100.00,5,171.77,79.77,77.38,51.22,96,Clear,No
2022-04-07,Electronic City,Hosur Road,19506,28.78,1.39,72.53,100.00,1,89.01,15.35,91.14,53.49,102,Clear,No
2022-04-07,M.G. Road,Anil Kumble Circle,53914,36.56,1.50,100.00,100.00,4,157.83,37.34,78.88,92.64,104,Clear,Yes
2022-04-07,Jayanagar,South End Circle,26000,23.85,1.50,81.27,100.00,5,102.00,26.38,93.20,83.98,92,Clear,No
2022-04-07,Hebbal,Ballari Road,46418,31.18,1.50,100.00,100.00,0,142.84,24.40,79.08,71.58,104,Clear,No
2022-04-07,Yeshwanthpur,Yeshwanthpur Circle,27901,40.38,1.50,85.08,100.00,4,105.80,49.60,71.90,79.23,98,Clear,No
2022-04-07,Yeshwanthpur,Tumkur Road,25822,50.05,1.50,83.84,100.00,4,101.64,13.53,86.13,92.57,93,Clear,No
2022-04-08,Indiranagar,100 Feet Road,47572,43.70,1.50,100.00,100.00,3,145.14,55.20,82.38,52.29,119,Windy,No
2022-04-08,Indiranagar,CMH Road,13297,51.46,1.31,49.73,63.75,2,76.59,75.55,71.58,84.46,179,Clear,No
2022-04-08,Whitefield,ITPL Main Road,22893,54.46,1.13,76.65,100.00,2,95.79,15.85,92.90,57.60,93,Clear,No
2022-04-08,Koramangala,Sarjapur Road,52509,35.24,1.50,100.00,100.00,2,155.02,57.08,87.62,52.30,95,Clear,No
2022-04-08,Electronic City,Hosur Road,22446,47.23,1.01,79.21,100.00,3,94.89,64.75,98.23,79.01,105,Clear,No
2022-04-08,M.G. Road,Trinity Circle,37545,29.47,1.50,100.00,100.00,3,125.09,42.47,67.23,82.34,72,Clear,No
2022-04-08,Jayanagar,South End Circle,18563,43.18,1.20,65.00,91.97,1,87.13,33.78,85.38,79.55,94,Clear,No
2022-04-08,Yeshwanthpur,Yeshwanthpur Circle,14020,31.00,1.17,51.31,67.52,0,78.04,71.87,96.43,97.94,188,Clear,No
2022-04-09,Indiranagar,100 Feet Road,36592,36.14,1.50,100.00,100.00,1,123.18,48.01,75.34,50.07,107,Fog,No
2022-04-09,Indiranagar,CMH Road,24079,41.91,1.05,71.86,100.00,0,98.16,77.13,80.61,99.15,79,Clear,No
2022-04-09,Whitefield,Marathahalli Bridge,15303,54.94,1.01,48.82,78.06,0,80.61,40.24,62.27,79.40,108,Clear,Yes
2022-04-09,Whitefield,ITPL Main Road,21543,27.65,1.38,63.27,100.00,0,93.09,46.14,94.93,60.28,95,Clear,No
2022-04-09,Koramangala,Sony World Junction,28960,20.00,1.50,95.72,100.00,0,107.92,76.57,83.28,89.79,98,Overcast,No
2022-04-09,Koramangala,Sarjapur Road,31886,34.91,1.50,100.00,100.00,3,113.77,77.69,84.45,86.43,95,Clear,No
2022-04-09,M.G. Road,Trinity Circle,23594,66.18,1.24,74.46,100.00,2,97.19,56.28,87.82,85.20,105,Clear,No
2022-04-09,M.G. Road,Anil Kumble Circle,39791,37.41,1.50,100.00,100.00,1,129.58,11.51,91.40,53.74,108,Rain,Yes
2022-04-09,Jayanagar,South End Circle,23155,44.28,1.29,71.93,100.00,2,96.31,67.09,67.17,54.11,95,Clear,No
2022-04-09,Hebbal,Ballari Road,34628,22.69,1.50,100.00,100.00,2,119.26,21.60,75.80,65.82,84,Clear,No
2022-04-09,Yeshwanthpur,Yeshwanthpur Circle,32313,25.02,1.50,100.00,100.00,1,114.63,51.45,74.03,60.74,86,Clear,No
2022-04-10,Indiranagar,100 Feet Road,38415,34.64,1.50,100.00,100.00,2,126.83,48.16,82.18,81.60,98,Clear,No
2022-04-10,Indiranagar,CMH Road,33311,30.14,1.50,100.00,100.00,3,116.62,11.84,78.02,87.93,101,Clear,No
2022-04-10,Whitefield,Marathahalli Bridge,20795,41.37,1.39,78.25,100.00,4,91.59,63.42,89.87,75.49,115,Clear,No
2022-04-10,Koramangala,Sony World Junction,29070,37.88,1.50,100.00,100.00,1,108.14,45.35,87.94,77.15,105,Clear,No
2022-04-10,Koramangala,Sarjapur Road,29749,30.78,1.50,96.76,100.00,3,109.50,22.62,85.08,82.07,109,Fog,No
2022-04-10,Electronic City,Silk Board Junction,18332,30.74,1.14,61.62,88.98,0,86.66,50.08,73.43,59.10,95,Windy,No
2022-04-10,M.G. Road,Anil Kumble Circle,62718,28.95,1.50,100.00,100.00,2,175.44,52.43,79.57,54.80,97,Overcast,Yes
2022-04-10,Jayanagar,Jayanagar 4th Block,30673,44.41,1.50,100.00,100.00,4,111.35,32.80,61.22,51.04,97,Overcast,No
2022-04-10,Jayanagar,South End Circle,8400,49.31,1.35,30.87,39.29,0,66.80,53.93,96.03,85.92,194,Clear,No
2022-04-11,Indiranagar,100 Feet Road,12675,43.35,1.25,33.93,67.22,0,75.35,27.06,71.88,78.86,202,Fog,No
2022-04-11,Indiranagar,CMH Road,25308,46.29,1.50,88.02,100.00,1,100.62,69.61,62.22,57.44,102,Clear,No
2022-04-11,Koramangala,Sony World Junction,44756,20.00,1.50,100.00,100.00,2,139.51,30.84,77.65,65.71,96,Fog,No
2022-04-11,Electronic City,Hosur Road,6166,59.61,1.23,11.61,28.38,1,62.33,74.19,80.02,77.27,216,Clear,No
2022-04-11,M.G. Road,Anil Kumble Circle,37330,40.17,1.50,100.00,100.00,1,124.66,57.73,85.35,71.36,115,Clear,Yes
2022-04-11,Jayanagar,South End Circle,25241,41.25,1.50,84.68,100.00,6,100.48,36.91,85.92,95.41,98,Clear,No
2022-04-11,Hebbal,Hebbal Flyover,37875,33.31,1.50,100.00,100.00,3,125.75,77.85,88.23,66.80,88,Clear,Yes
2022-04-12,Indiranagar,100 Feet Road,37837,34.17,1.50,100.00,100.00,4,125.67,10.85,73.28,53.11,101,Clear,No
2022-04-12,Indiranagar,CMH Road,22341,45.22,1.23,65.10,100.00,0,94.68,51.40,61.16,78.67,111,Clear,No
2022-04-12,Whitefield,ITPL Main Road,34190,42.26,1.50,100.00,100.00,3,118.38,72.79,60.68,84.94,93,Clear,No
2022-04-12,Koramangala,Sony World Junction,32282,39.86,1.50,100.00,100.00,3,114.56,69.71,80.84,81.07,84,Clear,No
2022-04-12,Koramangala,Sarjapur Road,62260,50.14,1.50,100.00,100.00,3,174.52,52.79,80.91,50.38,111,Rain,Yes
2022-04-12,M.G. Road,Anil Kumble Circle,21894,37.75,1.27,82.31,100.00,0,93.79,72.83,61.52,97.64,90,Clear,No
2022-04-12,Jayanagar,Jayanagar 4th Block,38046,45.21,1.50,100.00,100.00,3,126.09,28.71,62.53,89.77,104,Clear,Yes
2022-04-12,Jayanagar,South End Circle,24520,36.33,1.35,82.04,100.00,0,99.04,35.56,79.17,59.32,86,Overcast,Yes
2022-04-12,Hebbal,Hebbal Flyover,40924,28.29,1.50,100.00,100.00,1,131.85,24.15,95.58,95.58,103,Fog,No
2022-04-13,Indiranagar,100 Feet Road,30410,32.59,1.50,100.00,100.00,2,110.82,27.10,96.14,54.97,105,Clear,No
2022-04-13,Indiranagar,CMH Road,25166,31.73,1.50,93.23,100.00,2,100.33,36.42,72.68,76.80,105,Clear,No
2022-04-13,Koramangala,Sony World Junction,59274,45.78,1.50,100.00,100.00,4,168.55,30.40,98.75,65.97,84,Fog,No
2022-04-13,Koramangala,Sarjapur Road,47542,30.62,1.50,100.00,100.00,2,145.08,33.72,93.93,74.18,111,Clear,No
2022-04-13,M.G. Road,Trinity Circle,25109,37.35,1.50,85.16,100.00,2,100.22,50.09,63.65,60.19,83,Overcast,No
2022-04-13,M.G. Road,Anil Kumble Circle,27408,38.10,1.50,82.02,100.00,5,104.82,48.81,84.62,66.08,102,Clear,No
2022-04-13,Hebbal,Hebbal Flyover,34320,38.52,1.50,100.00,100.00,2,118.64,57.81,98.49,65.03,108,Clear,Yes
2022-04-14,Indiranagar,100 Feet Road,12829,54.27,1.37,47.37,67.43,1,75.66,39.89,96.08,82.55,196,Clear,No
2022-04-14,Indiranagar,CMH Road,21442,46.06,1.32,71.16,100.00,1,92.88,38.71,92.33,88.51,91,Clear,No
2022-04-14,Koramangala,Sony World Junction,63860,45.67,1.50,100.00,100.00,4,177.72,35.99,65.89,75.29,103,Clear,No
2022-04-14,Koramangala,Sarjapur Road,46282,20.00,1.50,100.00,100.00,6,142.56,39.92,69.54,50.21,90,Fog,No
2022-04-14,Jayanagar,South End Circle,16637,38.41,1.16,65.29,78.19,0,83.27,23.19,88.68,67.62,99,Clear,No
2022-04-14,Hebbal,Ballari Road,35016,39.97,1.50,100.00,100.00,0,120.03,46.67,80.58,73.41,107,Fog,No
2022-04-14,Yeshwanthpur,Tumkur Road,18094,41.89,1.34,62.59,89.02,0,86.19,47.61,96.93,79.82,132,Clear,No
2022-04-15,Indiranagar,100 Feet Road,13816,58.48,1.29,51.28,71.79,1,77.63,38.30,91.05,97.67,175,Clear,No
2022-04-15,Indiranagar,CMH Road,37085,22.78,1.50,100.00,100.00,2,124.17,77.86,92.40,87.56,108,Fog,No
2022-04-15,Whitefield,ITPL Main Road,12193,50.40,1.17,40.49,64.53,0,74.39,35.37,69.91,70.43,201,Clear,No
2022-04-15,Koramangala,Sony World Junction,32569,30.26,1.50,100.00,100.00,2,115.14,48.30,77.87,90.49,92,Clear,No
2022-04-15,M.G. Road,Trinity Circle,36876,35.77,1.50,100.00,100.00,0,123.75,21.86,91.83,50.06,93,Clear,No
2022-04-15,M.G. Road,Anil Kumble Circle,38967,52.86,1.50,100.00,100.00,2,127.93,52.94,61.19,75.21,110,Clear,No
2022-04-15,Jayanagar,Jayanagar 4th Block,23573,48.82,1.36,72.59,100.00,0,97.15,28.44,67.99,50.70,107,Fog,No
2022-04-15,Jayanagar,South End Circle,32399,29.51,1.50,100.00,100.00,3,114.80,28.76,75.73,64.00,91,Rain,No
2022-04-15,Hebbal,Hebbal Flyover,42194,29.26,1.50,100.00,100.00,3,134.39,32.72,60.29,84.08,93,Clear,No
2022-04-15,Yeshwanthpur,Yeshwanthpur Circle,18658,52.14,1.20,59.20,96.01,1,87.32,64.56,69.41,87.68,109,Windy,No
2022-04-16,Indiranagar,100 Feet Road,52085,43.22,1.50,100.00,100.00,3,154.17,17.73,78.86,62.19,95,Clear,Yes
2022-04-16,Whitefield,ITPL Main Road,26034,37.06,1.50,80.35,100.00,2,102.07,20.34,61.05,99.50,93,Windy,No
2022-04-16,Koramangala,Sony World Junction,12475,40.05,1.24,40.36,66.72,0,74.95,58.56,95.86,57.34,188,Clear,No
2022-04-16,Koramangala,Sarjapur Road,42231,35.94,1.50,100.00,100.00,2,134.46,37.17,65.83,61.50,103,Clear,No
